Player ID;Name;Card Title;Club;Nation;League;Foot;Skill Moves;Weak Foot;AcceleRATE;Height;Att/Def. WR;Age;Player Card Image;Player Card Link;Pace;Acceleration;Sprint Speed;AcceleRATE_1;Shooting;Positioning;Finishing;Shot Power;Long Shots;Volleys;Penalties;Passing;Vision;Crossing;FK Accuracy;Short Passing;Long Passing;Curve;Dribbling;Agility;Balance;Reactions;Ball Control;Dribbling_2;Composure;Defending;Interceptions;Heading Accuracy;Defensive Awareness;Standing Tackle;Sliding_Tackle_list;Physicality;Jumping;Stamina;Strength_list;AggressionLowest BIN;Last Update;Price Range;Average BIN (24h);Cheapest Sale (24h);Discard Value
227324;Camille Abily;Camille Abily Icon 90 OVR;Icon;France;Icon;Right;4 ★;4 ★;Controlled explosive;168cm | 5'6';Medium/High;38;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227324.3.webp;https://www.fut.gg/players/227324-camille-abily/24-227324/;82;84;80;Controlled Explosive;89;88;88;88;93;92;78;90;92;83;93;93;90;90;89;84;82;88;93;88;90;80;83;67;80;82;79;78;65;85;77;75;;;;;
226301;Alexandra Morgan Carrasco;Morgan Rare 89 OVR;San Diego Wave W;United States;National Women's Soccer League;Left;4 ★;5 ★;Controlled;168cm | 5'6';High/Medium;34;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/226301.10.webp;https://www.fut.gg/players/226301-morgan/24-226301/;83;82;84;Controlled;89;90;94;90;80;83;88;80;75;71;73;89;82;68;88;83;67;82;92;89;91;47;46;84;41;43;39;77;90;87;81;53;;;;;
227263;Kelly Smith;Kelly Smith Icon 89 OVR;Icon;England;Icon;Left;4 ★;4 ★;Controlled;168cm | 5'6';High/Medium;44;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227263.2.webp;https://www.fut.gg/players/227263-kelly-smith/24-227263/;88;88;88;Controlled;90;91;92;87;93;86;81;84;87;83;91;87;71;90;89;82;83;90;90;90;89;46;36;87;35;51;47;77;79;84;82;57;;;;;
50595660;Sophia Smith;Sophia Smith Trailblazers 89 OVR;Portland Thorns;United States;National Women's Soccer League;Right;4 ★;5 ★;Controlled;164cm | 5'5';High/Medium;23;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50595660.webp;https://www.fut.gg/players/264012-sophia-smith/24-50595660/;94;93;94;Controlled;86;89;89;85;82;81;79;79;75;74;73;87;76;75;89;85;87;90;92;89;75;46;44;81;42;43;40;83;93;94;83;69;;;;;
236479;María Pilar León Cebrián;Mapi León Rare 89 OVR;FC Barcelona;Spain;Liga F;Left;2 ★;3 ★;Controlled;169cm | 5'7';High/High;28;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/236479.10.webp;https://www.fut.gg/players/236479-mapi-leon/24-236479/;75;73;77;Controlled;74;70;65;89;87;49;64;81;56;86;88;88;90;87;76;70;86;90;82;68;91;90;90;83;91;91;90;81;87;75;83;84;;;;;
227310;Ada Martine Stolsmo Hegerberg;Ada Martine Stolsmo Hegerberg Rare 89 OVR;OL;Norway;D1 Arkema;Right;4 ★;4 ★;Controlled;176cm | 5'9';High/Medium;28;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227310.10.webp;https://www.fut.gg/players/227310-ada-martine-stolsmo-hegerberg/24-227310/;75;73;77;Controlled;89;93;91;85;86;90;84;77;76;71;75;83;72;79;86;74;48;90;90;90;86;39;23;92;42;33;30;76;89;75;80;65;;;;;
227361;Kadidiatou Diani;Kadidiatou Diani Rare 89 OVR;OL;France;D1 Arkema;Right;4 ★;4 ★;Controlled explosive;168cm | 5'6';High/High;28;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227361.10.webp;https://www.fut.gg/players/227361-kadidiatou-diani/24-227361/;89;88;90;Controlled Explosive;85;91;90;79;86;74;71;83;85;84;70;87;74;74;88;89;84;87;90;88;84;56;55;81;46;59;49;77;86;81;84;52;;;;;
227323;Guro Reiten;Guro Reiten Rare 88 OVR;Chelsea;Norway;Barclays Women’s Super League;Left;4 ★;3 ★;Explosive;167cm | 5'6';High/Medium;29;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227323.11.webp;https://www.fut.gg/players/227323-guro-reiten/24-227323/;88;86;89;Explosive;80;88;82;81;82;61;69;86;87;93;80;86;82;74;86;92;89;89;86;84;88;60;65;50;60;60;57;63;66;92;50;58;;;;;
226302;Alexandra Popp;Alexandra Popp Rare 88 OVR;VfL Wolfsburg;Germany;Google Pixel Frauen-Bundesliga;Left;3 ★;5 ★;Controlled;174cm | 5'9';High/High;32;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/226302.9.webp;https://www.fut.gg/players/226302-alexandra-popp/24-226302/;73;72;73;Controlled;87;91;86;91;85;88;86;76;74;74;73;83;64;73;82;71;84;88;85;81;82;52;44;94;45;52;48;88;93;85;91;84;;;;;
237289;Patri Guijarro;Patri Guijarro Rare 88 OVR;FC Barcelona;Spain;Liga F;Right;4 ★;4 ★;Controlled;170cm | 5'7';High/Medium;25;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/237289.7.webp;https://www.fut.gg/players/237289-patri-guijarro/24-237289/;78;77;78;Controlled;82;80;80;89;91;58;70;83;83;69;66;90;93;75;86;77;82;85;90;86;84;81;83;84;80;81;80;72;86;78;75;55;;;;;
226893;Débora Cristiane de Oliveira;Debinha Rare 88 OVR;Kansas City W;Brazil;National Women's Soccer League;Right;5 ★;5 ★;Explosive;155cm | 5'1';High/Medium;32;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/226893.9.webp;https://www.fut.gg/players/226893-debinha/24-226893/;84;83;84;Explosive;81;87;82;80;78;86;78;87;90;85;80;87;85;89;91;90;94;77;91;93;84;46;49;56;49;39;44;68;72;81;61;70;;;;;
227316;Wendie Renard;Wendie Renard Rare 88 OVR;OL;France;D1 Arkema;Right;2 ★;3 ★;Controlled lengthy;187cm | 6'2';High/Medium;33;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227316.6.webp;https://www.fut.gg/players/227316-wendie-renard/24-227316/;53;53;53;Controlled Lengthy;67;70;65;80;60;55;67;69;59;53;58;80;84;65;69;53;34;87;75;69;84;91;89;94;92;92;81;84;81;72;91;84;;;;;
226373;Nadine Kessler;Nadine Kessler UT Heroes 88 OVR;N/A;Germany;Google Pixel Frauen-Bundesliga;Right;4 ★;3 ★;Controlled;169cm | 5'7';High/Medium;35;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/226373.6.webp;https://www.fut.gg/players/226373-nadine-kessler/24-226373/;81;83;79;Controlled;85;87;87;83;85;78;82;88;91;82;80;91;89;83;86;76;74;89;91;87;85;78;86;76;74;82;67;77;69;81;76;76;;;;;
246272;Marie-Antoinette Oda Katoto;Katoto Rare 88 OVR;Paris SG;France;D1 Arkema;Right;4 ★;4 ★;Controlled;177cm | 5'10';High/Medium;24;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/246272.9.webp;https://www.fut.gg/players/246272-katoto/24-246272/;83;85;82;Controlled;88;91;90;86;85;91;82;77;79;71;72;85;70;71;84;80;65;85;87;84;85;39;27;91;37;35;30;71;93;72;80;44;;;;;
227323;Guro Reiten;Guro Reiten Rare 88 OVR;Chelsea;Norway;Barclays Women’s Super League;Left;4 ★;3 ★;Explosive;167cm | 5'6';High/Medium;29;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227323.11.webp;https://www.fut.gg/players/227323-guro-reiten/24-227323/;88;86;89;Explosive;80;88;82;81;82;61;69;86;87;93;80;86;82;74;86;92;89;89;86;84;88;60;65;50;60;60;57;63;66;92;50;58;;;;;
226302;Alexandra Popp;Alexandra Popp Rare 88 OVR;VfL Wolfsburg;Germany;Google Pixel Frauen-Bundesliga;Left;3 ★;5 ★;Controlled;174cm | 5'9';High/High;32;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/226302.9.webp;https://www.fut.gg/players/226302-alexandra-popp/24-226302/;73;72;73;Controlled;87;91;86;91;85;88;86;76;74;74;73;83;64;73;82;71;84;88;85;81;82;52;44;94;45;52;48;88;93;85;91;84;;;;;
50558985;Svenja Huth;Svenja Huth UWCL Road to the Knockouts 87 OVR;VfL Wolfsburg;Germany;Google Pixel Frauen-Bundesliga;Right;4 ★;4 ★;Explosive;163cm | 5'4';Medium/Medium;32;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50558985.1.webp;https://www.fut.gg/players/227337-svenja-huth/24-50558985/;83;86;81;Explosive;74;82;73;75;70;81;72;85;84;87;77;87;80;80;87;91;95;83;87;86;80;56;67;34;43;64;71;70;62;94;70;44;;;;;
227246;Lucy Bronze;Lucy Bronze Rare 87 OVR;FC Barcelona;England;Liga F;Right;3 ★;3 ★;Controlled;171cm | 5'7';High/High;31;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227246.7.webp;https://www.fut.gg/players/227246-lucy-bronze/24-227246/;73;73;73;Controlled;68;73;55;85;79;66;62;80;73;85;72;82;81;88;80;78;70;85;81;79;87;85;83;83;85;84;89;88;84;89;90;82;;;;;
50565310;Sakina Karchaoui;Sakina Karchaoui Team of the Week 87 OVR;Paris SG;France;D1 Arkema;Left;4 ★;4 ★;Explosive;160cm | 5'3';High/Medium;27;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50565310.1.webp;https://www.fut.gg/players/233662-sakina-karchaoui/24-50565310/;90;93;88;Explosive;62;83;56;66;68;60;54;83;74;90;68;87;79;81;88;91;86;83;88;88;87;81;84;63;80;86;81;67;74;89;52;74;;;;;
248717;Lena Oberdorf;Lena Oberdorf Rare 87 OVR;VfL Wolfsburg;Germany;Google Pixel Frauen-Bundesliga;Right;3 ★;3 ★;Controlled;174cm | 5'9';Medium/Medium;21;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/248717.6.webp;https://www.fut.gg/players/248717-lena-oberdorf/24-248717/;58;70;48;Controlled;61;72;52;80;60;57;53;77;84;64;63;82;80;62;76;71;80;85;82;71;82;87;86;78;88;90;89;89;87;82;91;92;;;;;
233837;Lina Magull;Lina Magull Rare 87 OVR;FC Bayern München;Germany;Google Pixel Frauen-Bundesliga;Right;5 ★;3 ★;Explosive;166cm | 5'5';High/Medium;29;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/233837.8.webp;https://www.fut.gg/players/233837-lina-magull/24-233837/;81;84;79;Explosive;74;84;72;70;79;76;72;84;90;73;78;90;83;78;86;91;89;85;91;83;75;57;76;56;45;60;48;68;72;85;60;65;;;;;
227013;Fridolina Rolfö;Fridolina Rolfö Rare 87 OVR;FC Barcelona;Sweden;Liga F;Left;4 ★;5 ★;Controlled;178cm | 5'10';High/High;29;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227013.7.webp;https://www.fut.gg/players/227013-fridolina-rolfo/24-227013/;82;84;81;Controlled;82;84;82;85;81;81;71;82;82;82;63;90;75;74;87;77;68;87;90;90;81;83;83;78;83;85;80;80;86;81;91;50;;;;;
241846;Ewa Pajor;Ewa Pajor Rare 87 OVR;VfL Wolfsburg;Poland;Google Pixel Frauen-Bundesliga;Right;3 ★;3 ★;Controlled explosive;167cm | 5'6';High/Low;26;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/241846.6.webp;https://www.fut.gg/players/241846-ewa-pajor/24-241846/;85;86;85;Controlled Explosive;89;90;93;85;85;89;89;63;71;47;66;74;49;64;89;90;83;79;90;89;89;21;20;74;18;12;10;69;87;82;79;23;;;;;
245802;Beth Mead;Beth Mead Rare 87 OVR;Arsenal;England;Barclays Women’s Super League;Right;5 ★;4 ★;Controlled;163cm | 5'4';High/High;28;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/245802.6.webp;https://www.fut.gg/players/245802-beth-mead/24-245802/;81;80;81;Controlled;84;87;85;87;87;73;68;84;87;88;88;85;74;81;87;72;84;89;90;90;82;67;73;68;61;69;68;73;83;81;84;31;;;;;
232075;Rose Lavelle;Rose Lavelle Rare 87 OVR;OL Reign;United States;National Women's Soccer League;Left;4 ★;4 ★;Explosive;163cm | 5'4';High/Medium;28;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/232075.8.webp;https://www.fut.gg/players/232075-rose-lavelle/24-232075/;86;85;86;Explosive;78;85;81;74;78;68;74;84;86;74;69;91;85;72;87;80;85;84;87;90;79;45;48;44;41;48;45;65;65;80;58;63;;;;;
231432;Lindsey Horan;Lindsey Horan Rare 86 OVR;OL;United States;D1 Arkema;Right;4 ★;3 ★;Controlled;175cm | 5'9';High/Medium;29;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/231432.7.webp;https://www.fut.gg/players/231432-lindsey-horan/24-231432/;78;79;77;Controlled;84;87;83;89;86;78;70;86;88;79;87;90;90;68;84;79;62;86;87;85;81;63;69;89;59;60;49;78;92;83;81;63;;;;;
67367570;Melvine Malard;Melvine Malard UWCL Road to the Knockouts 86 OVR;Manchester Utd;France;Barclays Women’s Super League;Right;3 ★;4 ★;Mostly explosive;171cm | 5'7';Medium/Medium;23;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/67367570.webp;https://www.fut.gg/players/258706-melvine-malard/24-67367570/;85;88;83;Mostly Explosive;83;83;86;79;83;88;70;82;83;83;70;85;75;77;88;89;70;83;90;90;83;44;33;75;42;44;37;70;84;71;74;55;;;;;
50557976;Megan Rapinoe;Megan Rapinoe Team of the Week 86 OVR;OL Reign;United States;National Women's Soccer League;Right;4 ★;5 ★;Controlled explosive;165cm | 5'5';High/Medium;38;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50557976.webp;https://www.fut.gg/players/226328-megan-rapinoe/24-50557976/;75;74;75;Controlled Explosive;86;89;87;85;85;71;92;85;82;88;83;88;79;92;87;81;81;81;90;87;92;47;48;74;42;46;40;73;81;71;76;68;;;;;
240714;Jill Roord;Jill Roord Rare 86 OVR;Manchester City;Netherlands;Barclays Women’s Super League;Right;4 ★;4 ★;Controlled;175cm | 5'9';High/Medium;26;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/240714.6.webp;https://www.fut.gg/players/240714-jill-roord/24-240714/;77;78;76;Controlled;84;86;82;86;90;80;74;84;87;78;80;87;82;81;85;80;75;87;87;85;82;52;57;59;59;46;34;73;80;76;83;44;;;;;
265674;Selma Bacha;Selma Bacha Rare 86 OVR;OL;France;D1 Arkema;Left;4 ★;3 ★;Explosive;161cm | 5'3';High/High;22;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/265674.5.webp;https://www.fut.gg/players/265674-selma-bacha/24-265674/;87;92;83;Explosive;72;80;65;92;72;49;60;84;79;92;70;87;77;88;82;94;87;77;81;80;84;79;80;58;76;84;87;78;79;91;71;78;;;;;
50558979;Eugenie Le Sommer;Eugenie Le Sommer Trailblazers 86 OVR;OL;France;D1 Arkema;Right;4 ★;5 ★;Controlled;161cm | 5'3';Medium/High;34;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50558979.webp;https://www.fut.gg/players/227331-eugenie-le-sommer/24-50558979/;80;79;80;Controlled;87;91;88;88;86;85;85;80;84;80;71;84;70;82;87;80;84;86;89;89;83;44;34;89;43;41;34;73;87;72;77;61;;;;;
265674;Selma Bacha;Selma Bacha Rare 86 OVR;OL;France;D1 Arkema;Left;4 ★;3 ★;Explosive;161cm | 5'3';High/High;22;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/265674.5.webp;https://www.fut.gg/players/265674-selma-bacha/24-265674/;87;92;83;Explosive;72;80;65;92;72;49;60;84;79;92;70;87;77;88;82;94;87;77;81;80;84;79;80;58;76;84;87;78;79;91;71;78;;;;;
227073;Cristiana Girelli;Cristiana Girelli Rare 86 OVR;Juventus;Italy;Calcio A Femminile;Right;3 ★;4 ★;Controlled;174cm | 5'9';High/Medium;33;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227073.5.webp;https://www.fut.gg/players/227073-cristiana-girelli/24-227073/;81;82;80;Controlled;85;91;92;79;76;79;87;71;79;59;78;78;56;77;81;70;71;88;85;80;81;46;45;88;39;43;40;78;92;71;80;79;;;;;
232073;Mallory Swanson;Mallory Swanson Rare 86 OVR;Chicago Red Stars;United States;National Women's Soccer League;Right;4 ★;5 ★;Explosive;163cm | 5'4';High/Medium;25;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/232073.6.webp;https://www.fut.gg/players/232073-mallory-swanson/24-232073/;93;92;93;Explosive;82;88;83;81;80;70;81;82;84;81;71;86;79;77;84;82;88;86;86;84;78;42;43;68;36;41;39;71;79;89;62;70;;;;;
240714;Jill Roord;Jill Roord Rare 86 OVR;Manchester City;Netherlands;Barclays Women’s Super League;Right;4 ★;4 ★;Controlled;175cm | 5'9';High/Medium;26;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/240714.6.webp;https://www.fut.gg/players/240714-jill-roord/24-240714/;77;78;76;Controlled;84;86;82;86;90;80;74;84;87;78;80;87;82;81;85;80;75;87;87;85;82;52;57;59;59;46;34;73;80;76;83;44;;;;;
233746;Vivianne Miedema;Vivianne Miedema Rare 86 OVR;Arsenal;Netherlands;Barclays Women’s Super League;Right;4 ★;4 ★;Controlled;178cm | 5'10';High/Medium;27;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/233746.6.webp;https://www.fut.gg/players/233746-vivianne-miedema/24-233746/;82;84;80;Controlled;85;89;85;86;84;83;75;70;69;64;73;79;56;76;86;80;73;87;89;87;90;32;27;82;22;30;23;81;92;83;84;70;;;;;
245872;Kim Little;Kim Little Rare 86 OVR;Arsenal;Scotland;Barclays Women’s Super League;Right;3 ★;4 ★;Controlled explosive;162cm | 5'4';High/Medium;33;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/245872.7.webp;https://www.fut.gg/players/245872-kim-little/24-245872/;76;79;74;Controlled Explosive;78;89;74;85;74;82;78;83;86;78;65;89;80;77;88;85;88;89;91;88;84;62;74;56;38;75;74;66;67;92;53;65;;;;;
227392;Ashley Lawrence;Ashley Lawrence Rare 86 OVR;Chelsea;Canada;Barclays Women’s Super League;Right;3 ★;4 ★;Mostly explosive;164cm | 5'5';High/Medium;28;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/227392.6.webp;https://www.fut.gg/players/227392-ashley-lawrence/24-227392/;86;86;86;Mostly Explosive;67;73;58;79;76;66;67;82;82;85;70;84;81;78;80;86;87;86;78;78;83;82;80;73;84;86;81;78;84;86;72;80;;;;;
257008;Lauren Hemp;Lauren Hemp Rare 86 OVR;Manchester City;England;Barclays Women’s Super League;Left;4 ★;3 ★;Explosive;164cm | 5'5';High/High;23;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/257008.6.webp;https://www.fut.gg/players/257008-lauren-hemp/24-257008/;90;90;90;Explosive;76;83;76;83;70;69;68;84;83;92;80;81;79;86;87;90;91;86;88;87;70;63;69;63;56;69;57;68;76;88;60;59;;;;;
275092;Sonia Bompastor;Sonia Bompastor UT Heroes 86 OVR;N/A;France;D1 Arkema;Left;3 ★;3 ★;Mostly explosive;163cm | 5'4';High/High;43;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/275092.6.webp;https://www.fut.gg/players/275092-sonia-bompastor/24-275092/;87;88;86;Mostly Explosive;80;80;77;87;83;68;79;85;83;86;87;87;80;83;85;79;75;86;88;86;85;82;86;69;81;86;79;74;73;89;64;79;;;;;
50557976;Megan Rapinoe;Megan Rapinoe Team of the Week 86 OVR;OL Reign;United States;National Women's Soccer League;Right;4 ★;5 ★;Controlled explosive;165cm | 5'5';High/Medium;38;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50557976.webp;https://www.fut.gg/players/226328-megan-rapinoe/24-50557976/;75;74;75;Controlled Explosive;86;89;87;85;85;71;92;85;82;88;83;88;79;92;87;81;81;81;90;87;92;47;48;74;42;46;40;73;81;71;76;68;;;;;
50603724;Racheal Kundananji;Racheal Kundananji Team of the Week 85 OVR;Madrid CFF;Zambia;Liga F;Right;4 ★;5 ★;Controlled;175cm | 5'9';High/Medium;23;https://game-assets.fut.gg/cdn-cgi/image/quality=80,format=auto,width=200/2024/cards/futgg-cards/50603724.webp;https://www.fut.gg/players/272076-racheal-kundananji/24-50603724/;92;92;92;Controlled;84;82;87;83;79;80;77;72;72;72;76;73;63;79;85;82;80;82;86;87;83;43;42;84;38;38;37;89;97;84;93;82;;;;;
